Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Mayo de 2012
298740|Patente|PA/a/2005/011886|04/11/2005|02/05/2012|<i>A61K38/00</i> <b>(2006-01)</b>|METODOS Y COMPOSICIONES PARA LA PREVENCION Y TRATAMIENTO DE SEPTICEMIA.|Un método para prevenir o tratar la septicemia administrando conjuntamente a un paciente una cantidad para prevenir o tratar la septicemia de uno o más inhibidores del complemento y una cantidad para prevenir o tratar la septicemia de uno o más inhibidores de la vía CD14. Los inhibidores del complemento son de preferencia anticuerpos que se unen a proteínas del complemento como C5a y las inhiben y los inhibidores de la vía CD14 son de preferencia anticuerpos que se unen a componentes de la vía CD14 como CD14 y LPS y los inhiben.|FUNG, SEK CHUNG; MOLLNES, TOM, EIRIK; Deal Street 3511, 77025, Houston, Texas, E.U.A.|TANOX, INC.*; MEDINNOVA AS; Stella Link Road 10301, 77025-5497, Houston, Texas, E.U.A.|
299641|Patente|MX/a/2008/012396|26/09/2008|29/05/2012|<i>A24D3/04</i> <b>(2006-01)</b>|ARTICULO PARA FUMAR CON UN RESTRICTOR.|Se describe un artículo para fumar (114) de acuerdo con la invención e incluye un restrictor de de flujo (128) y una cavidad (145) corriente abajo del restrictor de flujo. El restrictor de flujo incluye un orificio (130) o un canal de flujo para dirigir el humo hacia la cavidad. El filtro está unido a una barra de tabaco (112) con un papel boquilla (116) e incluye una zona de ventilación (140) admisible al aire en una ubicación corriente abajo del restrictor. La invención también proporciona artículos para fumar que incluyen filtros que comprenden restrictores y métodos para hacer los filtros y artículos para fumar.|MARTIN GARTHAFFNER; SAN LI; RAQUEL OLEGARIO; MIKE BRAUNSHTEYN; ROLAND W. DWYER; DWIGHT WILLIAMS; TONY SNYDER; RICHARD JUPE; 1313 Goswick Ridge Road, 23114, Midlothian, Virginia, E.U.A.|PHILIP MORRIS PRODUCTS S. A.; Quai Jeanrenaud 3, CH-2000, Neuchatel, , SUIZA|
299642|Patente|MX/a/2007/011687|21/09/2007|29/05/2012|<i>A61Q11/00</i> <b>(2006-01)</b>; <i>A61K8/20</i> <b>(2006-01)</b>; <i>A61K8/25</i> <b>(2006-01)</b>; <i>A61K8/29</i> <b>(2006-01)</b>; <i>A61K8/34</i> <b>(2006-01)</b>; <i>A61K8/44</i> <b>(2006-01)</b>|COMPOSICION DENTRIFICA LIBRE DE ORTOFOSFATO Y LIBRE DE ALQUILSULFATO QUE COMPRENDE UNA FUENTE DE FLUORURO Y UN ABRASIVO DENTAL DE SILICE.|Se describe una composición de dentífrico para combatir la erosión dental y/o el desgaste dental que comprende una fuente de ión fluoruro y un abrasivo dental de sílice, el dentífrico teniendo un valor de Abrasividad Relativa de Dentrina (ARD) de 20 a 60 y un pH en el intervalo de 6.5 a 7.5 y estando libre de un tampón de ortofosfato o una sal soluble en agua de un (alquil C10-18) sulfato.|CRAIG SINCLAIR NEWBY; MARK ANDREW NISBET; KATHERINE SARAH PRICE; GlaxoSmithKline, St. George's Avenue, KT13 0DE, Weybridge, Surrey, REINO UNIDO|GLAXO GROUP LIMITED; Glaxo Wellcome House, Berkeley Avenue, UB6 0NN, Greenford, Middlesex, REINO UNIDO|
299643|Patente|MX/a/2010/010023|10/09/2010|29/05/2012|<i>A61K31/55</i> <b>(2006-01)</b>; <i>C07D417/06</i> <b>(2006-01)</b>; <i>A61K31/426</i> <b>(2006-01)</b>|COMPUESTOS NOVEDOSOS COMO LIGANDOS RECEPTORES DE CANABINOIDES.|Se describen compuestos de la fórmula (I), en donde R1, R2, R3, R25a, X y n son como se definieron en la descripción. También se describen las composiciones farmacéuticas que comprenden dichos compuestos, y métodos de tratamiento de padecimientos y enfermedades que utilizan dichos compuestos y composiciones farmacéuticas.|WILLIAM A. CARROLL; JENNIFER M. FROST; SRIDHAR PEDDI; STEVEN P. LATSHAW; KARIN ROSE MARIE TIETJE; MEENA V. PATEL; TEODOZYI KOLASA; ARTURO PEREZ-MEDRANO; XUEQING WANG; 118 Walden Lane, 60046, Lake Villa, Illinois, E.U.A.|ABBOTT LABORATORIES.*; 100 Abbott Park Road, 60064, Abbott Park, Illinois, E.U.A.|
299644|Patente|MX/a/2011/006917|24/06/2011|29/05/2012|<i>A61K8/06</i> <b>(2006-01)</b>; <i>A45D34/04</i> <b>(2006-01)</b>; <i>A61K8/26</i> <b>(2006-01)</b>; <i>A61K8/34</i> <b>(2006-01)</b>; <i>A61K8/92</i> <b>(2006-01)</b>; <i>A61Q15/00</i> <b>(2006-01)</b>|COMPOSICIONES Y PRODUCTOS ANTITRANSPIRANTES.|La presente invención se refiere a la apariencia visual percibida de la piel, tal como la piel de la axila, en donde dicha apariencia es indicada por el tono, radiancia y/o suavidad, se mejora en forma significativa mediante la aplicación tópica de una composición antitranspirnte que está en una emulsión de bola, que comprende un humectante di o trihídrico y/o un aceite de glicérido y un pigmento de mica. Un óxido de aluminio y/o elastómero de silicón microfino de particulado. Las composiciones que contienen mica se aplican en forma conveniente desde un abastecedor de bola en donde se controla la profundidad de la película de fluido, tal como a través de un rastreador separado hacia adentro de la bola y/o se obstruye el flujo de fluido dentro del alojamiento, tal como mediante un anillo de sellado encasillado y/o una cuenta poco profunda hacia afuera del anillo de sellado dentro del alojamiento de la bola.|JASON RICHARD WILLIAMS; JACK POLONKA; GAIL CHRISTINE BRENNAN; ANDREW BUTTERWORTH; LINDSAY KAREN FERRIER; SHIRLEY JONES; MARGARET ARCHER; Unilever UK HPC Factory Leeds Coal Road, LS14 2AR, Seacroft, Leeds Yorkshire, REINO UNIDO|UNILEVER N. V.; Weena 455, NL-3013, AL Rotterdam, , PAISES BAJOS|
299645|Patente|MX/a/2009/004704|30/04/2009|28/05/2012|<i>A61B18/14</i> <b>(2006-01)</b>|CORTE Y COAGULACION DE TEJIDO MEDIADOS POR PLASMA ELECTRICO Y APARATO QUIRURGICO.|La presente invención se refiere a un aparato para electro-cirugía adaptado para ser acoplado a primero y segundo conductores eléctricos, que comprende: un primer electrodo monopolar adaptado para coagulación tisular junto con un electrodo de retorno remoto y para ser acoplado al primer conductor, el primer electrodo define en su extremidad una forma curvada, una parte cerrada de la forma curvada es distal del primer conductor; un segundo electrodo monopolar adaptado para corte tisular junto con un electrodo de retorno remoto y para ser acoplado al segundo conductor, el segundo electrodo tiene una forma alargada que termina en su extremidad en una porción curvada; el primer electrodo descansa sobre el segundo electrodo y está eléctricamente aislado del mismo para impedir que fluya una corriente entre los mismos, y caracterizado porque: una capa eléctricamente aislante cubre parcialmente el segundo electrodo y expone al menos parcialmente un borde del segundo electrodo, en donde tanto el primero como el segundo electrodos son planos.|DANIEL V. PALANKER; PAUL O. DAVISON; ALEXANDER B. VANKOV; 1618 Wright Avenue, 94087, Sunnyvale, California, E.U.A.|PEAK SURGICAL, INC.*; 2464 Embarcadero Way, 94303, Palo Alto, California, E.U.A.|
299646|Patente|MX/a/2011/001510|08/02/2011|28/05/2012|<i>H04W28/02</i> <b>(2009-01)</b>; <i>H04M11/00</i> <b>(2006-01)</b>; <i>H04W48/06</i> <b>(2009-01)</b>; <i>H04W76/00</i> <b>(2009-01)</b>|METODO DE COMUNICACION MOVIL, ESTACION MOVIL Y CENTRO DE CONMUTACION MOVIL.|Se describe un método de comunicación móvil que incluye: una etapa que transmite una señal de solicitud de establecimiento de conexión NAS para una comunicación específica a una estación de conmutación MME/SGSN mientras una conexión AS se establece entre una estación móvil UE y un dispositivo de red de acceso por radio eNB/RNC; una etapa que decide regular el establecimiento de la conexión NAS para una comunicación específica cuando la estación de conmutación MME/SGSN haya recibido la señal de solicitud de establecimiento de conexión NAS para una comunicación específica y se satisfaga una condición predeterminada; y una etapa que regula la transmisión de una primera señal de solicitud de establecimiento de conexión para una comunicación específica y la señal de solicitud de establecimiento de conexión NAS para una comunicación específica hasta que haya transcurrido un tiempo de regulación después de que la estación móvil UE haya recibido una señal de rechazo que contenga el tiempo de regulación para regular el establecimiento de la conexión NAS para una comunicación específica.|ITSUMA TANAKA; MASASHI KANAUCHI; KEISUKE SUZUKI; NTT DoCoMo, Inc., Sanno Park Tower, 11-1, Nagatacho 2-chome, 100-6150, Chiyoda-ku, Tokyo, JAPON|NTT DOCOMO, INC.; 11-1, Nagatacho 2-chome, 100-6150, Chiyoda-ku, Tokyo, JAPON|
299647|Patente|PA/a/2001/010438|16/10/2001|29/05/2012|<i>B65D23/00</i> <b>(2006-01)</b>; <i>B32B27/30</i> <b>(2006-01)</b>; <i>B32B27/32</i> <b>(2006-01)</b>; <i>B32B27/34</i> <b>(2006-01)</b>|ENVASE DE POLIPROPILENO MULTICAPA TRANSPARENTE CON PROTECCION DE BARRERA.|Un envase plástico multicapa (10) comprende una capa de polipropileno (24,28) y una capa de EVOH (26) directamente adyacente a la capa de polipropileno, donde al menos una de las capas de polipropileno y EVOH comprende un adhesivo como por ejemplo un concentrado de anhídrido maleico mezclado en las mismas para adherir la capa de polipropileno a la capa de EVOH.|CURIE, KEVIN, JAMES; DAVIDSON, RANDOLPH, LEE; EMRE, SAHIN; 2174 Sunrise Drive, 54914., Appleton, Wisconsin, E.U.A.|PECHINEY EMBALLAGE FLEXIBLE EUROPE; 1, rue de L'Union, TSA 11003 , F-92843, Rueil, Malmaison, FRANCIA|
299648|Patente|MX/a/2010/012138|05/11/2010|28/05/2012|<i>H04W12/04</i> <b>(2009-01)</b>; <i>H04W36/08</i> <b>(2009-01)</b>; <i>H04W36/26</i> <b>(2009-01)</b>|METODO DE COMUNICACION MOVIL.|Un método de comunicación móvil de acuerdo con la presente invención incluye las etapas de: transmitir desde una estación de base de radio de fuente de transferencia a un centro de conmutación, una solicitud de transferencia que incluye un NCC, una PCI y una KeNB*; cambiar, en el centro de conmutación el NCC, cambiar, en el centro de conmutación la KeNB*en base en la PCI y transmitir, desde el centro de conmutación a una estación de base de radio objetivo de transferencia la solicitud de transferencia que incluye el NCC cambiado y la KeNB* cambiada; generar, en la estación de base de radio objetivo de transferencia, una primera clave en base en la KeNB* y generar, en la estación móvil, la primera clave en base en el NCC y la PCI incluida en una instrucción de transferencia.|MIKIO IWAMURA; WURI ANDARMAWANTI HAPSARI; ALF ZUGENMAIER; NTT Docomo Inc., Sanno Park Tower, 11-1, Nagatacho 2-chome, 100-6150, Chiyoda-ku, Tokyo, JAPON|NTT DOCOMO, INC.; 11-1, Nagatacho 2-chome, 100-6150, Chiyoda-ku, Tokyo, JAPON|
299649|Patente|MX/a/2009/006443|16/06/2009|28/05/2012|<i>A01K11/00</i> <b>(2006-01)</b>; <i>G09F3/00</i> <b>(2006-01)</b>|APLICADOR DE ETIQUETAS PARA ANIMALES Y ETIQUETAS PARA EL MISMO.|La presente invención se refiere a un aplicador de etiquetas para animales en un cuerpo aplicador que tiene un eje longitudinal y que está adaptado para recibir longitudinalmente en el mismo una tira de etiquetas dirigidas longitudinalmente y conectadas longitudinalmente, cada etiqueta tiene una porción macho y una porción hembra, ambas las cuales se extienden en la dirección longitudinal de la tira, un medio de transporte proporcionado para el cuerpo y adaptado en uso para acoplarse con la tira de etiquetas de manera, que, en uso, la tira se mueve sustancialmente de manera longitudinal en relación al cuerpo aplicador para colocar la etiqueta más frontal de la tira en una posición de suministro, el aplicador incluye además un medio de suministro adaptado para acoplarse, en uso, con la etiqueta más frontal de manera que esté separada de la siguiente etiqueta adyacente en la tira en la posición de suministro que se va a asegurar alrededor de parte de un animal, el medio de transporte está adaptado para después ser reacoplable con la tira para mover la siguiente etiqueta más frontal a la posición de suministro y en donde el medio de transporte está adaptado para acoplar una porción de la etiqueta más frontal en el jalado de la tira longitudinalmente en relación al cuerpo aplicador.|ROY VICTOR BLADEN; MALCOLM NORMAN LYND; 292 Glenmore Road, Coatesville, RD 3, 0793, Albany, Auckland, NUEVA ZELANDIA|TAGAM LIMITED.*; WHK Gosling Chapman Tower, Level 6, 51-53 Shortland Street, 1010, Auckland, NUEVA ZELANDIA|
299650|Patente|MX/a/2011/000496|13/01/2011|28/05/2012|<i>G01R31/34</i> <b>(2006-01)</b>|VEHICULO DE INSPECCION PARA INSPECCIONAR UN HUECO DE AIRE ENTRE EL ROTOR Y EL ESTATOR DE UN GENERADOR.|La invención se refiere a un vehículo de inspección (24) para inspeccionar un hueco de aire (14) entre el rotor (11) y el estator (12) de un generador (10), tal vehículo de inspección (24) tiene elementos de accionamiento (25, 27) para el movimiento progresivo independiente en el hueco de aire (14) Una construcción particularmente compacta y una aplicación flexible son logradas por los elementos de accionamiento (26, 27) que son formados como rodillos magnéticos, torsionalmente rígidos, flexibles elásticamente, alargados.|WOLFGANG FISCHER.*; MARKUS WIESENDANGER; Salerstrasse 12, CH-8050, Zürich, SUIZA|ALSTOM TECHNOLOGY LTD.; Brown Boveri Strasse 7, CH-5400, Baden, SUIZA|
299651|Patente|MX/a/2009/011806|30/10/2009|28/05/2012|<i>H04J11/00</i> <b>(2006-01)</b>; <i>H04J1/00</i> <b>(2006-01)</b>|DISPOSITIVO DE ESTACION DE BASE Y METODO DE CONTROL DE COMUNICACION.|Un dispositivo de estación de base utilizado en un sistema de comunicación móvil emplea el método OFDM en el enlace descendente. El dispositivo de estación de base incluye: un planeador que realiza la distribución de recursos de radio a un dispositivo de usuario para cada subcuadro: el medio de generación de canal de control que crea un canal de control que reporta el resultado de la planeación a través del planeador al dispositivo de usuario; y el medio de mapeo que mapea el canal de control y el canal de datos. La información de control contiene la información que indica la cantidad de recurso de radio utilizada para el canal de control. El medio de mapeo multiplexa la información que indica la cantidad de recurso de radio utilizada para el canal de control en un símbolo OFDM.|NOBUHIKO MIKI; MAMORU SAWAHASHI; KENICHI HIGUCHI; YOSHIHISA KISHIYAMA; NTT DoCoMo, Inc., Sanno Park Tower, 11-1, Nagatacho 2-chome, 100-6150, Chiyoda-ku, Tokyo, JAPON|NTT DOCOMO, INC.; 11-1, Nagatacho 2-chome, 100-6150, Chiyoda-ku, Tokyo, JAPON|
299652|Patente|MX/a/2009/009811|14/09/2009|29/05/2012|<i>C11D7/50</i> <b>(2006-01)</b>; <i>C07C31/08</i> <b>(2006-01)</b>; <i>C07C49/08</i> <b>(2006-01)</b>; <i>C07C69/30</i> <b>(2006-01)</b>|COMPOSICION LIMPIADORA DE GRAFFITI|Una composición limpiadora que tiene la peculiaridad de limpiar el graffiti aplicado sobre superficies flexibles, elásticas, sólidas y tejidos sintéticos, impresos en selección de color, impresos en serigrafía, pintadas con pintura de aceite, pintura vinílica o pintura de látex, pintura automotriz, superficies decoradas con patinas artísticas, superficies metálicas con pintura electrostática, pintura horneada, entre otras. Una ventaja importante de la composición limpiadora es que limpia el graffiti sin despintar el impreso y sin afectar la pintura original subyacente.|MARCO ANTONIO DE LA BARRERA BARRIGA; Av. Union 575-200, Col. Moderna, 44150, Guadalajara, Jalisco, MEXICO|MARCO ANTONIO DE LA BARRERA BARRIGA; Av. Union 575-200, Col. Moderna, 44150, Guadalajara, Jalisco, MEXICO|
299653|Patente|MX/a/2010/009630|02/09/2010|29/05/2012|<i>C08F8/00</i> <b>(2006-01)</b>; <i>C08F220/34</i> <b>(2006-01)</b>; <i>C08F8/44</i> <b>(2006-01)</b>; <i>D04H1/58</i> <b>(2012-01)</b>; <i>D21H19/56</i> <b>(2006-01)</b>|AGLUTINANTES POLIMERICOS CATIONICOS SENSIBLES A SALES PARA TELAS NO TEJIDAS, Y METODO DE FABRICACION DE LOS MISMOS.|Se describe una solución con un aglutinante polimérico sensible a sales para su uso en telas fibrosas, en donde el aglutinante contiene un copolímero que comprende unidades de repetición derivadas de acrilato de n-butilo, metacrilato de metilo y acrilato o metacrilato de alquilo funcionalizado con amino o alquil acrilamida o metacrilamida funcionalizada con amino, incluyendo opcionalmente monómeros tales como acetato de vinilo y/o acetato de vinilo/etileno; la solución aglutinante se prepara polimerizando por emulsión un copolímero, y neutralizando entonces el copolímero con ácido para hacerlo soluble en agua; los aglutinantes son particularmente adecuados para reforzar telas fibrosas no tejidas en artículos desechables tales como paños húmedos, productos para cuidado personal, pañales, y similares, y retienen su sensibilidad a sales con o sin barredores de metales divalentes.|FARWAHA, RAJEEV; CONFALONE, PHILIP; 26 Boice Lane, 08502, Belle Mead, New Jersey, E.U.A.|CELANESE INTERNATIONAL CORPORATION.*; 1601 West LBJ Freeway, 75234-6034, Dallas, Texas, E.U.A.|
299654|Patente|MX/a/2009/009464|04/09/2009|29/05/2012|<i>B65B13/02</i> <b>(2006-01)</b>; <i>B65B13/20</i> <b>(2006-01)</b>|METODO PARA HACER UNA PACA DE ESTOPA DE ACETATO DE CELULOSA.|La presente invención se refiere a un método para embalar una estopa de acetato de celulosa, caracterizado porque comprende los pasos de: depositar la estopa de acetato de celulosa en un recipiente de hojalata; presionar la estopa depositada con una prensa que tiene una primera platina y una segunda platina, cada platina está orientada una hacia la otra, cada una de las platinas tiene una forma de pirámide, donde cada lado de la pirámide es una cara perfilada, cada una de las caras perfiladas tiene por lo menos dos porciones inclinadas lineales, una primera porción inclinada lineal localizada en forma adyacente a un borde periférico de la platina teniendo una primera pendiente, y una segunda porción inclinada lineal localizada en forma adyacente a la primera porción inclinada lineal teniendo una segunda pendiente, en donde la primera pendiente está en una escala de 50 a 40°, la segunda pendiente está en una escala de 5° a 20°, y la primera pendiente es más grande que la segunda pendiente, y empacar y asegurar la estopa comprimida, en donde la estopa comprimida tiene superficies sustancialmente planas.|BUNDREN, CHRISTOPHER, M.; HUGHES, RONALD, F.; 1219 Village Way S., 24060, Blacksburg, Virginia, E.U.A.|CELANESE ACETATE LLC; 1601 West LBJ Freeway, 75234, Dallas, Texas, E.U.A.|
299655|Patente|MX/a/2008/007088|02/06/2008|29/05/2012|<i>A61K36/575</i> <b>(2006-01)</b>; <i>A61K31/05</i> <b>(2006-01)</b>; <i>A61P1/02</i> <b>(2006-01)</b>; <i>A61P31/02</i> <b>(2006-01)</b>|COMPOSICIONES DE CONFITERIA CON EXTRACTO DE CORTEZA DE MAGNOLIA.|Una composición de confitería y un método para el cuidado oral, que incluyen extracto de corteza de magnolia en combinación con un agente tensoactivo; la efectividad del extracto de corteza de magnolia para inhibir la formación de biopelícula oral, es aumentada mediante una combinación sinérgica del extracto de corteza de magnolia con un agente tensoactivo en un agente de entrega a la cavidad oral, tal como un confite, una pastilla, un caramelo, y una tableta.|MAXWELL, JAMES ROY; GREENBERG, MICHAEL J.; TIAN, MINMIN; DODDS, MICHAEL W.J.; 1463 West Gregory Street, 60640, Chicago, Illinois, E.U.A.|GIC INNOVATIONS COMPANY; 1132 West Blackhawk Street, 60622-2243, Chicago, Illinois, E.U.A.|
299656|Patente|MX/a/2008/006012|08/05/2008|29/05/2012|<i>C07D239/54</i> <b>(2006-01)</b>; <i>C07D239/22</i> <b>(2006-01)</b>; <i>C07D473/04</i> <b>(2006-01)</b>; <i>C07D473/08</i> <b>(2006-01)</b>; <i>C07D473/10</i> <b>(2006-01)</b>; <i>C07D473/12</i> <b>(2006-01)</b>; <i>C07D473/16</i> <b>(2006-01)</b>; <i>C07D473/18</i> <b>(2006-01)</b>; <i>C07D473/30</i> <b>(2006-01)</b>; <i>C07D473/34</i> <b>(2006-01)</b>; <i>C07H19/067</i> <b>(2006-01)</b>; <i>C07H19/073</i> <b>(2006-01)</b>; <i>C07H19/167</i> <b>(2006-01)</b>|NUCLEOBASE QUE TIENE GRUPO PERFLUOROALQUILO Y PROCEDIMIENTO PARA PRODUCIRLA.|Se provee un procedimiento de producción simple y eficiente de una nucleobase que tiene un grupo perfluoroalquilo, una nucleobase, por ejemplo uracilos, citosinas, adeninas, guaninas, hipoxantinas, xantinas, o similares, se hace reaccionar con un halogenuro de perfluoroalquilo en presencia de un sulfóxido, un peróxido y un compuesto de fierro, para producir una nucleobase sustituida con perfluoroalquilo, que es útil económicamente como intermediario para fármacos.|YAMAKAWA, TETSU; YAMAMOTO, KYOKO; URAGUCHI, DAISUKE; TOKUHISA, KENJI; 5-11-18, Shinmachi, 2020023, Nishitokyo-shi, Tokyo, JAPON|TOSOH CORPORATION; SAGAMI CHEMICAL RESEARCH CENTER; TOSOH F-TECH, INC.; 4560, Kaisei-cho, 7468501, Shunan-shi, Yamaguchi, JAPON|
